--------------------------------------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------------------------------------
t=0.11s | view=populations | zeros=False
snc             DOPAMINERGIC_NEURONS         20     0.1912     0.0153
stn             EXCITATORY_NEURONS           25     0.2310     0.0153
striatum        D1_MSN                       50     0.4783     0.0154
striatum        D2_MSN                       50     0.6593     0.0153
striatum        INTERNEURONS                 50     0.6591     0.0153
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0154
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0132     0.0153
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0956     0.0153
raphe           SEROTONERGIC_NEURONS         10     0.0955     0.0153
vta             DOPAMINERGIC_NEURONS         20     0.1917     0.0154
vta             GABA_INTERNEURONS            20     0.2637     0.0153
cerebellar_cortex GRANULE_CELLS               300     2.8622     0.0153
cerebellar_cortex PURKINJE_CELLS              300     3.9584     0.0153
cerebellar_cortex INTERNEURONS                300     3.9581     0.0153
deep_nuclei     OUTPUT_NEURONS               50     0.4777     0.0153
a1              L4_EXCITATORY               200     1.9096     0.0153
a1              L2_3_PYRAMIDAL              200     2.6369     0.0153
a1              L6_PYRAMIDAL                200     2.6404     0.0153
a1              INTERNEURONS                200     2.6397     0.0153
insula          L2_3_PYRAMIDAL              200     1.9091     0.0153
insula          L5_PYRAMIDAL                200     2.6391     0.0153
insula          INTERNEURONS                200     2.6429     0.0153
m1              L2_3_PYRAMIDAL              200     1.9096     0.0153
m1              L5_PYRAMIDAL                200     2.6362     0.0153
m1              INTERNEURONS                200     2.6438     0.0153
s1              L4_EXCITATORY               200     1.9075     0.0153
s1              L2_3_PYRAMIDAL              200     2.6392     0.0153
s1              L5_PYRAMIDAL                200     2.6384     0.0153
s1              L6_PYRAMIDAL                200     2.6392     0.0153
s1              INTERNEURONS                200     2.6372     0.0153
v1              L4_EXCITATORY               200     1.9080     0.0153
v1              L2_3_PYRAMIDAL              200     2.6392     0.0153
v1              L5_PYRAMIDAL                200     2.6375     0.0153
v1              L6_PYRAMIDAL                200     2.6362     0.0153
v1              INTERNEURONS                200     2.6387     0.0153
ca1             PYRAMIDAL_CELLS             100     0.9545     0.0153
ca1             INTERNEURONS                100     1.3169     0.0153
ca3             PYRAMIDAL_CELLS             150     1.4497     0.0154
ca3             INTERNEURONS                150     1.9522     0.0152
dentate_gyrus   GRANULE_CELLS               150     1.4299     0.0153
dentate_gyrus   INTERNEURONS                150     1.9766     0.0153
subiculum       PYRAMIDAL_CELLS             100     0.9532     0.0153
association_cortex L2_3_PYRAMIDAL              200     1.9080     0.0153
association_cortex L5_PYRAMIDAL_A              200     2.6359     0.0153
association_cortex L5_PYRAMIDAL_B              200     2.6379     0.0153
association_cortex INTERNEURONS                200     2.6353     0.0153
Intralaminar    RELAY_NEURONS                50     0.6588     0.0153
pfc             L2_3_PYRAMIDAL              200     1.9103     0.0153
pfc             L5_POLICY_A                 200     2.6386     0.0153
pfc             L5_POLICY_B                 200     2.6395     0.0153
pfc             L5_PYRAMIDAL_B              200     2.6419     0.0153
pfc             L6_PYRAMIDAL                200     2.6362     0.0153
pfc             INTERNEURONS                200     2.6400     0.0153
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0413     0.0153
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0657     0.0153
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0658     0.0153
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0666     0.0154
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0154
anterior_pituitary THYROTROPES                   1     0.0130     0.0153
anterior_pituitary GONADOTROPES                  1     0.0133     0.0153
anterior_pituitary SOMATOTROPES                  1     0.0131     0.0153
anterior_pituitary LACTOTROPES                   1     0.0132     0.0153
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0155
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0132     0.0153
lgn             RELAY_CELLS                  35     0.3276     0.0154
md              RELAY_CELLS                  50     0.4782     0.0153
mgb             RELAY_CELLS                  35     0.3275     0.0153
pulvinar        RELAY_CELLS                  50     0.4765     0.0153
trn             TRN_GABA                     50    18.6493     0.4181
vpl             RELAY_CELLS                  35     0.3285     0.0153
vpl             LOCAL_INTERNEURONS           35     0.4610     0.0153
vpm             RELAY_CELLS                  35     0.3284     0.0154
--------------------------------------------------------------------------------------------------------------
last: POKE ca3 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=0.80s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.3294     0.6440
gpi             GPi_OUTPUT                   25    22.1275     0.8135
snc             DOPAMINERGIC_NEURONS         20     0.1923     0.0154
stn             EXCITATORY_NEURONS           25     0.2329     0.0154
striatum        D1_MSN                       50     0.4818     0.0154
striatum        D2_MSN                       50     0.6646     0.0153
striatum        INTERNEURONS                 50     0.6641     0.0153
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0154
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0133     0.0154
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0962     0.0154
raphe           SEROTONERGIC_NEURONS         10     0.0961     0.0154
vta             DOPAMINERGIC_NEURONS         20     0.1930     0.0154
vta             GABA_INTERNEURONS            20     0.2658     0.0153
cerebellar_cortex GRANULE_CELLS               300     2.8813     0.0154
cerebellar_cortex PURKINJE_CELLS              300     3.9899     0.0154
cerebellar_cortex INTERNEURONS                300     3.9887     0.0154
deep_nuclei     OUTPUT_NEURONS               50     0.4809     0.0154
a1              L4_EXCITATORY               200     1.9225     0.0154
a1              L2_3_PYRAMIDAL              200     2.6597     0.0154
a1              L6_PYRAMIDAL                200     2.6617     0.0154
a1              INTERNEURONS                200     2.6616     0.0154
insula          L2_3_PYRAMIDAL              200     1.9221     0.0154
insula          L5_PYRAMIDAL                200     2.6588     0.0154
insula          INTERNEURONS                200     2.6628     0.0154
m1              L2_3_PYRAMIDAL              200     1.9222     0.0154
m1              L5_PYRAMIDAL                200     2.6573     0.0153
m1              INTERNEURONS                200     2.6657     0.0154
s1              L4_EXCITATORY               200     1.9216     0.0154
s1              L2_3_PYRAMIDAL              200     2.6606     0.0154
s1              L5_PYRAMIDAL                200     2.6603     0.0154
s1              L6_PYRAMIDAL                200     2.6602     0.0154
s1              INTERNEURONS                200     2.6584     0.0153
v1              L4_EXCITATORY               200     1.9207     0.0154
v1              L2_3_PYRAMIDAL              200     2.6584     0.0153
v1              L5_PYRAMIDAL                200     2.6585     0.0153
v1              L6_PYRAMIDAL                200     2.6563     0.0153
v1              INTERNEURONS                200     2.6600     0.0154
ca1             PYRAMIDAL_CELLS             100     0.9617     0.0154
ca1             INTERNEURONS                100     1.3276     0.0153
ca3             PYRAMIDAL_CELLS             150     1.4595     0.0155
ca3             INTERNEURONS                150     1.9691     0.0153
dentate_gyrus   GRANULE_CELLS               150     1.4401     0.0154
dentate_gyrus   INTERNEURONS                150     1.9927     0.0153
subiculum       PYRAMIDAL_CELLS             100     0.9607     0.0154
association_cortex L2_3_PYRAMIDAL              200     1.9207     0.0154
association_cortex L5_PYRAMIDAL_A              200     2.6575     0.0153
association_cortex L5_PYRAMIDAL_B              200     2.6577     0.0153
association_cortex INTERNEURONS                200     2.6545     0.0153
Intralaminar    RELAY_NEURONS                50     0.6637     0.0153
pfc             L2_3_PYRAMIDAL              200     1.9244     0.0154
pfc             L5_POLICY_A                 200     2.6583     0.0153
pfc             L5_POLICY_B                 200     2.6604     0.0154
pfc             L5_PYRAMIDAL_B              200     2.6629     0.0154
pfc             L6_PYRAMIDAL                200     2.6571     0.0153
pfc             INTERNEURONS                200     2.6596     0.0154
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0416     0.0154
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0663     0.0153
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0665     0.0154
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0672     0.0154
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0155
anterior_pituitary THYROTROPES                   1     0.0131     0.0153
anterior_pituitary GONADOTROPES                  1     0.0134     0.0154
anterior_pituitary SOMATOTROPES                  1     0.0133     0.0154
anterior_pituitary LACTOTROPES                   1     0.0133     0.0154
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0155
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0133     0.0154
lgn             RELAY_CELLS                  35     0.3298     0.0154
md              RELAY_CELLS                  50     0.4812     0.0154
mgb             RELAY_CELLS                  35     0.3294     0.0154
pulvinar        RELAY_CELLS                  50     0.4795     0.0154
trn             TRN_GABA                     50    18.7469     0.4204
vpl             RELAY_CELLS                  35     0.3309     0.0154
vpl             LOCAL_INTERNEURONS           35     0.4645     0.0153
vpm             RELAY_CELLS                  35     0.3307     0.0154
--------------------------------------------------------------------------------------------------------------
last: POKE ca3 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=0.90s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.4276     0.6488
gpi             GPi_OUTPUT                   25    22.2954     0.8202
snc             DOPAMINERGIC_NEURONS         20     0.1938     0.0154
